lat,long,T_mitja,Hum_mitja,Win_mitja,T_cv,Hum_cv,Win_cv
42.2184224121376,1.62148646202014,9.17142857142857,90.1428571428571,8.91428571428571,25.9149651879015,11.9038427627347,11.6837071476024
42.2191343876268,1.68205123804517,10.7714285714286,90.7142857142857,9.08571428571429,26.7970157673465,10.226804596353,10.9115418697468
42.1741145261896,1.6829864995571,11.152380952381,90.9047619047619,9.14285714285714,24.8146205012411,9.66485241011681,10.5962386457412
41.9940313674738,1.68670624889894,12.5071428571429,91.0357142857143,10.0642857142857,28.440907908975,9.32313835772275,29.3637154942158
41.9490096500678,1.68763089025631,13.5285714285714,91.3142857142857,10.7142857142857,28.8694172898572,9.10360699398406,34.803921347694
42.264834951161,1.741723802939,13.2952380952381,91.8809523809524,10.2714285714286,28.1570300926019,8.76710971916441,35.9237892846299
42.2198143939313,1.74261815509255,13.3040816326531,92.5102040816327,10.0673469387755,26.9826816777245,8.39667576092371,34.3347582061026
42.1747934667001,1.74351046448687,13.0428571428571,92.5535714285714,9.83928571428571,27.0153654004807,8.38417047427705,33.9493036270301
42.1297721695639,1.74440073655498,12.7952380952381,92.4126984126984,9.77460317460318,27.2280964491218,8.41034982220304,32.3952443740571
42.0847505026203,1.74528897670906,12.7671428571429,92.3,9.72285714285714,26.5330977790986,8.42927834015019,31.0582577718428
42.0397284659673,1.7461751903405,12.9766233766234,92.1688311688312,9.81948051948052,25.9347525505401,8.51106219212378,30.3107266972983
41.9947060597038,1.74705938282007,13.2761904761905,92.1071428571429,10.0702380952381,25.8558997641295,8.4937803475931,32.2804610042216
41.9496832839293,1.74794155949794,13.6098901098901,92.1318681318681,10.3197802197802,26.0415784340545,8.46521180445545,34.2278553532687
42.2654840023101,1.80233581858044,13.6755102040816,92.4285714285714,10.2142857142857,25.5178199674844,8.29800659912702,33.5645951482712
42.220462427948,1.80318711489566,13.6266666666667,92.6761904761905,10.1228571428571,25.2281100078984,8.13752211261293,32.9272065525177
42.1754404850127,1.80403646673937,13.5098214285714,92.8839285714286,10.0428571428571,25.2922762735011,7.99514869036955,32.3170713059771
42.1304181735964,1.80488387928346,13.3512605042017,92.8823529411765,9.93697478991597,25.6268973741576,8.01297033660888,32.2303628883105
42.0853954937923,1.80572935767994,13.4611111111111,93.0238095238095,10.002380952381,25.2448267748999,7.87313957123841,31.5472574618652
42.0403724456943,1.80657290706108,13.6187969924812,93.0751879699248,10.115037593985,25.0403399389682,7.78097572928246,31.5445365043651
41.9953490293969,1.80741453253948,13.795,93.1214285714286,10.2164285714286,24.9733538273456,7.69698307740272,31.5054460269485
41.9503252449954,1.80825423920815,13.9163265306122,93.1632653061225,10.3081632653061,24.700239651103,7.62010878025749,31.4418631960847
42.3111232020694,1.86213969750336,13.6824675324675,93.1818181818182,10.1876623376623,26.080763405177,7.58990572548714,31.5873402218066
42.2661010280459,1.86294978388187,13.7341614906832,93.2111801242236,10.0776397515528,25.7695271565906,7.54653141245342,31.6822547491399
42.2210784867195,1.86375801916695,13.7803571428571,93.3630952380952,10.1214285714286,25.3927293208439,7.49295835495137,31.0753380835722
42.1760555781777,1.8645644082882,13.8674285714286,93.4457142857143,10.1611428571429,25.1347261726703,7.40314711288133,30.6145250264826
42.1310323025088,1.86536895615624,13.9456043956044,93.521978021978,10.1978021978022,24.8783308638707,7.31863182380659,30.1846454893365
42.0860086598019,1.86617166766288,14.042328042328,93.5925925925926,10.231746031746,24.7013513679755,7.23895165196632,29.7825781305999
42.0409846501468,1.86697254768114,14.1602040816327,93.6071428571429,10.3,24.6070218744164,7.19394938965603,29.8172119613036
41.9959602736338,1.86777160106537,14.2630541871921,93.6206896551724,10.3635467980296,24.46539474688,7.1518059971243,29.8342372193143
41.9509355303544,1.86856883265133,14.3628571428571,93.6333333333333,10.4228571428571,24.3310728526803,7.11225545605476,29.8373921169086
42.3117091176532,1.92279867844368,14.1778801843318,93.5069124423963,10.3571428571429,25.47883764603,7.31733745120771,29.7781701849232
42.2666860255493,1.92356560027355,14.1799107142857,93.5803571428571,10.33125,25.2514124995705,7.27951920726989,29.4400218200724
42.221662567434,1.92433076959893,14.1393939393939,93.6450216450216,10.3069264069264,25.1635553001126,7.24974261124916,29.1135921905946
42.1766387433908,1.92509419108708,14.1100840336134,93.7100840336134,10.2840336134454,25.0410338677325,7.21462540953091,28.7982789559424
